vi,en
"Lưu ý, xe ủi bị nổ lốp, lập biên bản!","Attention, the bulldozer has a tire blowout, make a report!"
"Anh em ơi, máy trộn bê tông bị kẹt cứng rồi, kiểm tra lẹ giùm mình!","Guys, the concrete mixer is jammed, please check it immediately!"
"Nhanh lên, bơm chìm bị xì nhớt thủy lực, gọi thợ sửa đi!","Hurry up, the submersible pump is leaking hydraulic fluid, call the repairman!"
"Cảnh báo, máy hàn bị tuột sên, chụp hình lại!","Warning, the welding machine slipped its chain, take a picture!"
"Trời ơi, xe lu bị nổ lốp, dừng máy ngay!","Oh my god, the road roller has a tire blowout, stop the machine immediately!"
"Ê bạn ơi, máy rải nhựa bị nổ lốp, gọi thợ sửa đi!","Hey buddy, the asphalt paver has a tire blowout, call the repairman!"
"Nhanh lên, xe ủi đang kêu to lắm, gọi đội bảo trì!","Hurry up, the bulldozer is making a loud noise, call the maintenance team!"
"Cảnh báo, máy trộn bê tông bị xì nhớt thủy lực, chụp hình lại!","Warning, the concrete mixer is leaking hydraulic fluid, take a picture!"
"Lưu ý, xe ủi vừa bốc khói, gọi đội bảo trì!","Attention, the bulldozer just emitted smoke, call the maintenance team!"
"Lưu ý, cẩu tháp đang kêu to lắm, gọi thợ sửa đi!","Attention, the tower crane is making a loud noise, call the repairman!"
"Lưu ý, cẩu tháp bị nổ lốp, cúp điện khẩn cấp!","Attention, the tower crane has a tire blowout, cut the power urgently!"
"Lưu ý, máy đóng cọc vừa bốc khói, dừng máy ngay!","Attention, the pile driver just emitted smoke, stop the machine immediately!"
"Lưu ý, xe ủi hư motor rồi, gọi đội bảo trì!","Attention, the bulldozer has motor failure, call the maintenance team!"
"Trời ơi, xe cẩu bị tuột sên, đổi máy khác!","Oh my god, the crane truck slipped its chain, switch to another machine!"
"Ê bạn ơi, máy trộn bê tông bị kẹt cứng rồi, báo cáo giám sát!","Hey buddy, the concrete mixer is jammed, report to the supervisor!"
"Cảnh báo, xe cẩu đang kêu to lắm, tránh xa ra!","Warning, the crane truck is making a loud noise, stay away!"
"Khẩn cấp, xe ủi vừa bốc khói, báo cáo giám sát!","Urgent, the bulldozer just emitted smoke, report to the supervisor!"
"Cảnh báo, xe ủi bị xì nhớt thủy lực, tránh xa ra!","Warning, the bulldozer is leaking hydraulic fluid, stay away!"
"Lưu ý, máy đóng cọc không khởi động được, dừng máy ngay!","Attention, the pile driver won't start, stop the machine immediately!"
"Khẩn cấp, xe ủi bị nổ lốp, tránh xa ra!","Urgent, the bulldozer has a tire blowout, stay away!"
"Cảnh báo, xe lu hư motor rồi, chụp hình lại!","Warning, the road roller has motor failure, take a picture!"
"Khẩn cấp, cẩu tháp bị tuột sên, gọi thợ sửa đi!","Urgent, the tower crane slipped its chain, call the repairman!"
"Nhanh lên, máy hàn bị tuột sên, cúp điện khẩn cấp!","Hurry up, the welding machine slipped its chain, cut the power urgently!"
"Ê bạn ơi, xe lu bị nổ lốp, tránh xa ra!","Hey buddy, the road roller has a tire blowout, stay away!"
"Lưu ý, máy trộn bê tông hư motor rồi, lập biên bản!","Attention, the concrete mixer has motor failure, make a report!"
"Trời ơi, máy trộn bê tông không khởi động được, tránh xa ra!","Oh my god, the concrete mixer won't start, stay away!"
"Trời ơi, máy xúc số ba bị nổ lốp, lập biên bản!","Oh my god, excavator number three has a tire blowout, make a report!"
"Cảnh báo, xe cẩu hư motor rồi, dừng máy ngay!","Warning, the crane truck has motor failure, stop the machine immediately!"
"Khẩn cấp, máy trộn bê tông vừa bốc khói, gọi thợ sửa đi!","Urgent, the concrete mixer just emitted smoke, call the repairman!"
"Lưu ý, máy xúc số ba bị xì nhớt thủy lực, gọi thợ sửa đi!","Attention, excavator number three is leaking hydraulic fluid, call the repairman!"
"Cảnh báo, máy xúc số ba bị xì nhớt thủy lực, chụp hình lại!","Warning, excavator number three is leaking hydraulic fluid, take a picture!"
"Anh em ơi, máy đóng cọc đang kêu to lắm, cúp điện khẩn cấp!","Guys, the pile driver is making a loud noise, cut the power urgently!"
"Lưu ý, cẩu tháp bị nổ lốp, gọi thợ sửa đi!","Attention, the tower crane has a tire blowout, call the repairman!"
"Ê bạn ơi, máy xúc số ba bị xì nhớt thủy lực, chụp hình lại!","Hey buddy, excavator number three is leaking hydraulic fluid, take a picture!"
"Trời ơi, máy rải nhựa bị rò điện, dừng máy ngay!","Oh my god, the asphalt paver has an electrical leakage, stop the machine immediately!"
"Ê bạn ơi, xe ủi bị rò điện, kiểm tra lẹ giùm mình!","Hey buddy, the bulldozer has an electrical leakage, please check it immediately!"
"Ê bạn ơi, máy đóng cọc đang kêu to lắm, dừng máy ngay!","Hey buddy, the pile driver is making a loud noise, stop the machine immediately!"
"Cảnh báo, xe cẩu bị nổ lốp, lập biên bản!","Warning, the crane truck has a tire blowout, make a report!"
"Trời ơi, máy hàn không khởi động được, gọi thợ sửa đi!","Oh my god, the welding machine won't start, call the repairman!"
"Nhanh lên, xe cẩu đang kêu to lắm, báo cáo giám sát!","Hurry up, the crane truck is making a loud noise, report to the supervisor!"
"Ê bạn ơi, máy đóng cọc đang kêu to lắm, cúp điện khẩn cấp!","Hey buddy, the pile driver is making a loud noise, cut the power urgently!"
"Cảnh báo, máy rải nhựa bị nổ lốp, chụp hình lại!","Warning, the asphalt paver has a tire blowout, take a picture!"
"Nhanh lên, xe cẩu bị nổ lốp, kiểm tra lẹ giùm mình!","Hurry up, the crane truck has a tire blowout, please check it immediately!"
"Cảnh báo, xe cẩu bị xì nhớt thủy lực, tránh xa ra!","Warning, the crane truck is leaking hydraulic fluid, stay away!"
"Trời ơi, máy trộn bê tông bị rò điện, cúp điện khẩn cấp!","Oh my god, the concrete mixer has an electrical leakage, cut the power urgently!"
"Lưu ý, máy xúc số ba bị rò điện, gọi thợ sửa đi!","Attention, excavator number three has an electrical leakage, call the repairman!"
"Cảnh báo, xe cẩu bị xì nhớt thủy lực, cúp điện khẩn cấp!","Warning, the crane truck is leaking hydraulic fluid, cut the power urgently!"
"Cảnh báo, máy xúc số ba bị xì nhớt thủy lực, báo cáo giám sát!","Warning, excavator number three is leaking hydraulic fluid, report to the supervisor!"
"Anh em ơi, máy xúc số ba không khởi động được, chụp hình lại!","Guys, excavator number three won't start, take a picture!"
"Lưu ý, máy trộn bê tông bị kẹt cứng rồi, gọi thợ sửa đi!","Attention, the concrete mixer is jammed, call the repairman!"
"Cảnh báo, máy đóng cọc bị xì nhớt thủy lực, lập biên bản!","Warning, the pile driver is leaking hydraulic fluid, make a report!"
"Nhanh lên, bơm chìm hư motor rồi, chụp hình lại!","Hurry up, the submersible pump has motor failure, take a picture!"
"Anh em ơi, cẩu tháp hư motor rồi, gọi thợ sửa đi!","Guys, the tower crane has motor failure, call the repairman!"
"Ê bạn ơi, xe ủi không khởi động được, tránh xa ra!","Hey buddy, the bulldozer won't start, stay away!"
"Cảnh báo, xe lu bị xì nhớt thủy lực, kiểm tra lẹ giùm mình!","Warning, the road roller is leaking hydraulic fluid, please check it immediately!"
"Lưu ý, xe ủi bị tuột sên, gọi đội bảo trì!","Attention, the bulldozer slipped its chain, call the maintenance team!"
"Trời ơi, bơm chìm hư motor rồi, gọi thợ sửa đi!","Oh my god, the submersible pump has motor failure, call the repairman!"
"Ê bạn ơi, xe lu đang kêu to lắm, tránh xa ra!","Hey buddy, the road roller is making a loud noise, stay away!"
"Ê bạn ơi, xe ủi bị rò điện, gọi đội bảo trì!","Hey buddy, the bulldozer has an electrical leakage, call the maintenance team!"
"Nhanh lên, xe cẩu không khởi động được, cúp điện khẩn cấp!","Hurry up, the crane truck won't start, cut the power urgently!"
"Nhanh lên, xe ủi đang kêu to lắm, cúp điện khẩn cấp!","Hurry up, the bulldozer is making a loud noise, cut the power urgently!"
"Lưu ý, máy rải nhựa bị xì nhớt thủy lực, dừng máy ngay!","Attention, the asphalt paver is leaking hydraulic fluid, stop the machine immediately!"
"Anh em ơi, máy hàn bị rò điện, gọi đội bảo trì!","Guys, the welding machine has an electrical leakage, call the maintenance team!"
"Ê bạn ơi, máy xúc số ba bị tuột sên, kiểm tra lẹ giùm mình!","Hey buddy, excavator number three slipped its chain, please check it immediately!"
"Nhanh lên, xe lu bị rò điện, tránh xa ra!","Hurry up, the road roller has an electrical leakage, stay away!"
"Khẩn cấp, máy hàn bị kẹt cứng rồi, dừng máy ngay!","Urgent, the welding machine is jammed, stop the machine immediately!"
"Ê bạn ơi, xe ủi vừa bốc khói, tránh xa ra!","Hey buddy, the bulldozer just emitted smoke, stay away!"
"Trời ơi, bơm chìm vừa bốc khói, báo cáo giám sát!","Oh my god, the submersible pump just emitted smoke, report to the supervisor!"
"Khẩn cấp, cẩu tháp đang kêu to lắm, gọi thợ sửa đi!","Urgent, the tower crane is making a loud noise, call the repairman!"
"Nhanh lên, máy xúc số ba vừa bốc khói, tránh xa ra!","Hurry up, excavator number three just emitted smoke, stay away!"
"Anh em ơi, bơm chìm đang kêu to lắm, lập biên bản!","Guys, the submersible pump is making a loud noise, make a report!"
"Ê bạn ơi, cẩu tháp bị xì nhớt thủy lực, báo cáo giám sát!","Hey buddy, the tower crane is leaking hydraulic fluid, report to the supervisor!"
"Ê bạn ơi, máy hàn bị kẹt cứng rồi, đổi máy khác!","Hey buddy, the welding machine is jammed, switch to another machine!"
"Cảnh báo, xe cẩu bị rò điện, báo cáo giám sát!","Warning, the crane truck has an electrical leakage, report to the supervisor!"
"Nhanh lên, máy xúc số ba đang kêu to lắm, đổi máy khác!","Hurry up, excavator number three is making a loud noise, switch to another machine!"
"Anh em ơi, máy đóng cọc vừa bốc khói, cúp điện khẩn cấp!","Guys, the pile driver just emitted smoke, cut the power urgently!"
"Trời ơi, bơm chìm đang kêu to lắm, dừng máy ngay!","Oh my god, the submersible pump is making a loud noise, stop the machine immediately!"
"Nhanh lên, xe ủi bị xì nhớt thủy lực, đổi máy khác!","Hurry up, the bulldozer is leaking hydraulic fluid, switch to another machine!"
"Nhanh lên, xe ủi bị tuột sên, kiểm tra lẹ giùm mình!","Hurry up, the bulldozer slipped its chain, please check it immediately!"
"Trời ơi, bơm chìm bị kẹt cứng rồi, gọi đội bảo trì!","Oh my god, the submersible pump is jammed, call the maintenance team!"
"Khẩn cấp, máy rải nhựa bị rò điện, báo cáo giám sát!","Urgent, the asphalt paver has an electrical leakage, report to the supervisor!"
"Nhanh lên, xe lu bị kẹt cứng rồi, chụp hình lại!","Hurry up, the road roller is jammed, take a picture!"
"Cảnh báo, bơm chìm bị nổ lốp, kiểm tra lẹ giùm mình!","Warning, the submersible pump has a tire blowout, please check it immediately!"
"Ê bạn ơi, máy trộn bê tông bị tuột sên, báo cáo giám sát!","Hey buddy, the concrete mixer slipped its chain, report to the supervisor!"
"Trời ơi, xe lu bị nổ lốp, kiểm tra lẹ giùm mình!","Oh my god, the road roller has a tire blowout, please check it immediately!"
"Anh em ơi, máy trộn bê tông bị kẹt cứng rồi, gọi đội bảo trì!","Guys, the concrete mixer is jammed, call the maintenance team!"
"Trời ơi, máy hàn bị tuột sên, gọi đội bảo trì!","Oh my god, the welding machine slipped its chain, call the maintenance team!"
"Ê bạn ơi, máy hàn bị tuột sên, gọi thợ sửa đi!","Hey buddy, the welding machine slipped its chain, call the repairman!"
"Ê bạn ơi, xe lu bị rò điện, lập biên bản!","Hey buddy, the road roller has an electrical leakage, make a report!"
"Anh em ơi, xe ủi bị xì nhớt thủy lực, dừng máy ngay!","Guys, the bulldozer is leaking hydraulic fluid, stop the machine immediately!"
"Khẩn cấp, xe ủi bị tuột sên, cúp điện khẩn cấp!","Urgent, the bulldozer slipped its chain, cut the power urgently!"
"Anh em ơi, máy hàn vừa bốc khói, chụp hình lại!","Guys, the welding machine just emitted smoke, take a picture!"
"Trời ơi, máy hàn bị kẹt cứng rồi, gọi thợ sửa đi!","Oh my god, the welding machine is jammed, call the repairman!"
"Lưu ý, xe cẩu đang kêu to lắm, đổi máy khác!","Attention, the crane truck is making a loud noise, switch to another machine!"
"Khẩn cấp, bơm chìm bị kẹt cứng rồi, báo cáo giám sát!","Urgent, the submersible pump is jammed, report to the supervisor!"
